application_id,name_address_mismatch_score,dob_pan_mismatch,document_reuse_count,ssn_pan_issuance_gap_years,commercial_address_flag,phone_age_days,email_age_days,credit_bureau_hit,bureau_file_depth_months,social_footprint_score,session_fill_time_sec,typing_speed_variance,backspace_count,paste_event_ratio,field_hesitation_ms,device_reuse_across_apps,application_velocity_24h,ip_geolocation_mismatch,identity_graph_degree_centrality,subnet_risk_score,is_fraud
APP0000000,0.03388822448273742,0.0,0.0,10.07889277865135,0.022586728646081175,1472.8843884036262,871.5650473228276,1.0003046862967087,30.009600269121734,0.6718468234033041,227.41737558777072,0.318632853869367,10.611513744355245,0.14214756235740744,1982.8995118172163,0.45132862961860093,0.6542284473744473,0.0,0.05792866767668848,0.09808087386077846,0
APP0000001,0.2746541427449808,0.12750715106732938,0.0,18.568823857536604,0.1337316956348846,1323.4747750278784,911.7539217902422,1.0519217325975379,98.50267791231138,0.9729777855780435,174.81061832257888,0.41164441222179243,27.518897465248397,0.05410367399516676,835.8235949711703,0.0,0.0,0.04977231400260884,0.034079261224706184,0.0538997852197135,0
APP0000002,0.014629660845836737,0.0,0.9660795700549979,14.883028955376567,0.0,1811.3282487457047,912.6234920725979,0.9529226115395808,67.87067996877396,0.8318295824852706,261.92760545078755,0.5971904513619507,16.760433761482886,0.017002486516368046,663.5989498092773,0.0,0.0,0.0,0.082327029472827,0.3423019407741516,0
APP0000003,0.0,0.05103287024004447,0.1474643896004099,11.93986282797728,0.0345028591134711,897.3503559807548,1423.7747090380476,0.921256586360087,66.23728855917133,0.45340073144723986,218.2033069680888,0.8421391015724816,6.472424576194583,0.04353436512999309,1550.919073969301,0.0,1.4000152140675186,0.9952328073040323,0.011404528844420836,0.14029440978355984,0
APP0000004,0.09057816326009928,0.007290076179125943,0.0,7.322059063277827,0.0,1704.937248642232,1179.6941407900051,0.8378551274593045,82.06344145299697,0.7878289721112384,213.61560025797854,0.2887122671124362,21.82878594121236,0.12650611266859715,1222.7828484990885,0.0,1.1253812177501832,1.0651784540082814,0.012743723502113767,0.05156115757184975,0
APP0000005,0.1251885610701125,0.0,0.0,19.4441509492535,0.12189427711185458,1096.1740932822781,1173.2620398210156,1.1929946299840892,85.29950560694216,0.812737195112833,236.3440007061497,0.45583507870006584,15.201850000625594,0.0741977639861526,1221.0807208982008,0.12539965165838543,0.23212943611273582,0.13828216992826112,0.029577994878223428,0.27053649112591216,0
APP0000006,0.0,0.0,0.4285036509477191,13.82672481961014,0.0,1149.315546977634,797.6874605302093,0.0,84.03063915993157,0.9029215198230017,216.38057712858486,0.2289012259688668,10.658459628855049,0.047760494454456265,565.0842886721396,0.3468268234589354,1.0445007992521371,0.0,0.0,0.060664775501132626,0
APP0000007,0.11294519311339869,0.0,0.5269204581437278,12.892467101173565,0.0905723021044993,1027.6053618673593,1681.972365633083,0.9257687976751976,54.051346511394534,0.8341294196013215,318.7001302566153,0.33802020022846413,17.505293827538328,0.15288164883520966,1266.703432288754,0.08048656360478368,0.0,0.0,0.07821988523849148,0.13794250160028781,0
APP0000008,0.1310337619929908,0.0,0.0,10.317920931719048,0.0,1277.2679564578661,1328.1390453559854,1.0680895768788736,112.94739108120618,0.5459400822594103,194.483850661798,0.22214769022013467,15.147522154631897,0.02951879649379622,902.5948194844827,0.10809206233437674,0.7549590540065091,0.05040904199475585,0.02294598286378445,0.09664637697202902,0
APP0000009,0.05836422840781201,0.05285438420956939,0.5389486466582738,10.5804554617068,0.0,1060.3552712243977,844.4303351197515,1.2834849986283818,88.54656417190199,0.9469520673132529,264.7288084544071,0.2322786353179725,17.13870832619302,0.11392340246123261,533.4942352530292,1.1716180112500418,0.23865373966793338,0.1130720618601212,0.0726454945335962,0.009647647748886639,0
APP0000010,0.03074961972766672,0.0,0.19988350402662156,17.026151193507154,0.006250244755714293,1125.768458376189,1029.425902926471,0.8778149642058007,59.72857412590647,0.9358026005681789,202.01396217723655,0.5938126908049889,11.011301522907502,0.20307488443219504,667.136697462677,0.5732287133713291,0.0,0.0,0.052009352914805594,0.0668374154364504,0
APP0000011,0.13301425331013145,0.026231264275697278,0.1483952014889341,11.911848416861934,0.027950520490338193,1141.995696951889,1011.7974473951441,0.9111010329913058,48.3109283112997,0.8312484816942385,269.69720361918974,0.5049104654331719,18.997546589182807,0.19114255921719148,682.6857983669353,0.6326511225730658,0.5554116644354468,0.0,0.06872982281090934,0.04279678816081036,0
APP0000012,0.18251730722095394,0.0,0.0,10.140488182095744,0.0,840.9802447073822,998.6401938827531,1.025018691330256,112.713954551169,0.7081174113900748,257.7198555616394,0.744291173166133,16.81338697630168,0.0,760.5942728186257,0.3563787472801677,1.1296021910223795,0.0,0.07917051626997913,0.0,0
APP0000013,0.09032999734196598,0.0,0.2798770373165601,9.373553657108408,0.0,1218.4739804420528,1070.1151526781532,0.9906909683796302,55.55841662510929,0.5199231733138472,307.25010702328,0.5573246180802526,15.355910907615467,0.0,865.2369614595281,0.6176955739042846,0.11812336291699985,0.0,0.05419777030558917,0.11680324516386395,0
APP0000014,0.20072692511860488,0.0,0.0074675578395885225,8.21312539523982,1.1336686650268089,956.8845593967285,902.4244121685919,0.0,101.38223580946223,0.7642806744958052,167.2644580002122,0.24951365820115595,15.155705779474571,0.09647309522946228,1536.6945699976313,0.0,0.0,0.09627312054294015,0.058664516245802906,0.0712717597789014,0
APP0000015,0.11213794369328287,0.09722005392431883,0.6127274746823979,15.115972427926515,0.04791312360576604,835.0171593828726,849.3928363125664,0.873381363793561,79.67558728274014,0.8710228908127613,184.4611455917424,0.24558007830762318,11.584645096399445,0.013838178532727126,776.2809030346123,0.12738043610318406,0.0,0.0,0.059937129405068935,0.10105556361705187,0
